"class","method","reference.x","set","precision","recall","f1","accuracy","reference.y","full_precision","full_recall","full_f1","full_accuracy"
"188","Dendritic cell","SingleR","",13,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"189","Dendritic cell","SingleR","",14,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"190","Dendritic cell","SingleR","",1,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"191","Dendritic cell","SingleR","",2,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"192","Dendritic cell","SingleR","",3,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"193","Dendritic cell","SingleR","",4,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"194","Dendritic cell","SingleR","",5,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"195","Dendritic cell","SingleR","",20,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"196","Dendritic cell","SingleR","",7,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"197","Dendritic cell","SingleR","",8,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"198","Dendritic cell","SingleR","",9,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"199","Dendritic cell","SingleR","",10,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"200","Dendritic cell","SingleR","",6,NA,NA,NA,NA,"BoneMarrow",0.847045191193511,0.652678571428571,0.737266767523954,0.652678571428571
"201","Eosinophil-basophil-mast cell progenitors","CellID","",1,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"202","Eosinophil-basophil-mast cell progenitors","CellID","",2,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"203","Eosinophil-basophil-mast cell progenitors","CellID","",5,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"204","Eosinophil-basophil-mast cell progenitors","CellID","",6,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"205","Eosinophil-basophil-mast cell progenitors","CellID","",3,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"206","Eosinophil-basophil-mast cell progenitors","CellID","",4,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"207","Eosinophil-basophil-mast cell progenitors","CellID","",13,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"208","Eosinophil-basophil-mast cell progenitors","CellID","",14,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"209","Eosinophil-basophil-mast cell progenitors","CellID","",15,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"210","Eosinophil-basophil-mast cell progenitors","CellID","",16,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"211","Eosinophil-basophil-mast cell progenitors","CellID","",17,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"212","Eosinophil-basophil-mast cell progenitors","CellID","",18,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"213","Eosinophil-basophil-mast cell progenitors","CellID","",19,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"214","Eosinophil-basophil-mast cell progenitors","CellID","",7,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"215","Eosinophil-basophil-mast cell progenitors","CellID","",8,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"216","Eosinophil-basophil-mast cell progenitors","CellID","",9,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"217","Eosinophil-basophil-mast cell progenitors","CellID","",10,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"218","Eosinophil-basophil-mast cell progenitors","CellID","",11,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"219","Eosinophil-basophil-mast cell progenitors","CellID","",12,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"220","Eosinophil-basophil-mast cell progenitors","CellID","",20,NA,NA,NA,NA,"BoneMarrow",0.0503778337531486,0.169491525423729,0.0776699029126214,0.169491525423729
"221","Eosinophil-basophil-mast cell progenitors","ItClust","",2,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"222","Eosinophil-basophil-mast cell progenitors","ItClust","",3,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"223","Eosinophil-basophil-mast cell progenitors","ItClust","",6,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"224","Eosinophil-basophil-mast cell progenitors","ItClust","",7,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"225","Eosinophil-basophil-mast cell progenitors","ItClust","",4,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"226","Eosinophil-basophil-mast cell progenitors","ItClust","",5,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"227","Eosinophil-basophil-mast cell progenitors","ItClust","",1,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"228","Eosinophil-basophil-mast cell progenitors","ItClust","",15,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"229","Eosinophil-basophil-mast cell progenitors","ItClust","",16,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"230","Eosinophil-basophil-mast cell progenitors","ItClust","",17,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"231","Eosinophil-basophil-mast cell progenitors","ItClust","",18,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"232","Eosinophil-basophil-mast cell progenitors","ItClust","",19,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"233","Eosinophil-basophil-mast cell progenitors","ItClust","",20,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"234","Eosinophil-basophil-mast cell progenitors","ItClust","",8,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"235","Eosinophil-basophil-mast cell progenitors","ItClust","",9,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"236","Eosinophil-basophil-mast cell progenitors","ItClust","",10,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"237","Eosinophil-basophil-mast cell progenitors","ItClust","",11,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"238","Eosinophil-basophil-mast cell progenitors","ItClust","",12,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"239","Eosinophil-basophil-mast cell progenitors","ItClust","",13,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"240","Eosinophil-basophil-mast cell progenitors","ItClust","",14,NA,NA,NA,NA,"BoneMarrow",0.00415512465373961,0.0508474576271186,0.00768245838668374,0.0508474576271186
"241","Eosinophil-basophil-mast cell progenitors","Seurat","",1,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"242","Eosinophil-basophil-mast cell progenitors","Seurat","",2,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"243","Eosinophil-basophil-mast cell progenitors","Seurat","",5,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"244","Eosinophil-basophil-mast cell progenitors","Seurat","",6,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"245","Eosinophil-basophil-mast cell progenitors","Seurat","",3,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"246","Eosinophil-basophil-mast cell progenitors","Seurat","",4,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"247","Eosinophil-basophil-mast cell progenitors","Seurat","",13,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"248","Eosinophil-basophil-mast cell progenitors","Seurat","",14,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"249","Eosinophil-basophil-mast cell progenitors","Seurat","",15,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"250","Eosinophil-basophil-mast cell progenitors","Seurat","",16,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"251","Eosinophil-basophil-mast cell progenitors","Seurat","",17,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"252","Eosinophil-basophil-mast cell progenitors","Seurat","",18,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"253","Eosinophil-basophil-mast cell progenitors","Seurat","",19,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"254","Eosinophil-basophil-mast cell progenitors","Seurat","",7,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"255","Eosinophil-basophil-mast cell progenitors","Seurat","",8,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"256","Eosinophil-basophil-mast cell progenitors","Seurat","",9,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"257","Eosinophil-basophil-mast cell progenitors","Seurat","",10,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"258","Eosinophil-basophil-mast cell progenitors","Seurat","",11,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"259","Eosinophil-basophil-mast cell progenitors","Seurat","",12,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"260","Eosinophil-basophil-mast cell progenitors","Seurat","",20,NA,NA,NA,NA,"BoneMarrow",0.740740740740741,0.169491525423729,0.275862068965517,0.169491525423729
"261","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",6,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"262","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",7,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"263","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",8,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"264","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",20,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"265","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",10,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"266","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",11,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"267","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",12,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"268","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",9,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"269","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",1,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"270","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",2,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"271","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",3,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"272","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",4,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"273","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",5,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"274","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",19,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"275","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",15,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"276","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",16,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"277","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",13,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"278","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",14,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"279","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",17,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"280","Eosinophil-basophil-mast cell progenitors","SingleCellNet","",18,NA,NA,NA,NA,"BoneMarrow",0.970588235294118,0.559322033898305,0.709677419354839,0.559322033898305
"281","Eosinophil-basophil-mast cell progenitors","SingleR","",20,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"282","Eosinophil-basophil-mast cell progenitors","SingleR","",7,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"283","Eosinophil-basophil-mast cell progenitors","SingleR","",8,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"284","Eosinophil-basophil-mast cell progenitors","SingleR","",19,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"285","Eosinophil-basophil-mast cell progenitors","SingleR","",10,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"286","Eosinophil-basophil-mast cell progenitors","SingleR","",11,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"287","Eosinophil-basophil-mast cell progenitors","SingleR","",12,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"288","Eosinophil-basophil-mast cell progenitors","SingleR","",9,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"289","Eosinophil-basophil-mast cell progenitors","SingleR","",1,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"290","Eosinophil-basophil-mast cell progenitors","SingleR","",2,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"291","Eosinophil-basophil-mast cell progenitors","SingleR","",3,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"292","Eosinophil-basophil-mast cell progenitors","SingleR","",4,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"293","Eosinophil-basophil-mast cell progenitors","SingleR","",5,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"294","Eosinophil-basophil-mast cell progenitors","SingleR","",6,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"295","Eosinophil-basophil-mast cell progenitors","SingleR","",15,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"296","Eosinophil-basophil-mast cell progenitors","SingleR","",16,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"297","Eosinophil-basophil-mast cell progenitors","SingleR","",13,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"298","Eosinophil-basophil-mast cell progenitors","SingleR","",14,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"299","Eosinophil-basophil-mast cell progenitors","SingleR","",17,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"300","Eosinophil-basophil-mast cell progenitors","SingleR","",18,NA,NA,NA,NA,"BoneMarrow",0.803738317757009,0.728813559322034,0.764444444444444,0.728813559322034
"301","Erythro-myeloid progenitors","CellID","",1,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"302","Erythro-myeloid progenitors","CellID","",5,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"303","Erythro-myeloid progenitors","CellID","",2,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"304","Erythro-myeloid progenitors","CellID","",3,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"305","Erythro-myeloid progenitors","CellID","",4,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"306","Erythro-myeloid progenitors","CellID","",13,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"307","Erythro-myeloid progenitors","CellID","",14,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"308","Erythro-myeloid progenitors","CellID","",15,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"309","Erythro-myeloid progenitors","CellID","",16,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"310","Erythro-myeloid progenitors","CellID","",17,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"311","Erythro-myeloid progenitors","CellID","",18,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"312","Erythro-myeloid progenitors","CellID","",6,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"313","Erythro-myeloid progenitors","CellID","",7,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"314","Erythro-myeloid progenitors","CellID","",8,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"315","Erythro-myeloid progenitors","CellID","",9,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"316","Erythro-myeloid progenitors","CellID","",10,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"317","Erythro-myeloid progenitors","CellID","",11,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"318","Erythro-myeloid progenitors","CellID","",12,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"319","Erythro-myeloid progenitors","CellID","",19,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"320","Erythro-myeloid progenitors","CellID","",20,NA,NA,NA,NA,"BoneMarrow",0.268991282689913,0.504672897196262,0.35093419983753,0.504672897196262
"321","Erythro-myeloid progenitors","ItClust","",1,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"322","Erythro-myeloid progenitors","ItClust","",4,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"323","Erythro-myeloid progenitors","ItClust","",5,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"324","Erythro-myeloid progenitors","ItClust","",2,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"325","Erythro-myeloid progenitors","ItClust","",3,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"326","Erythro-myeloid progenitors","ItClust","",12,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"327","Erythro-myeloid progenitors","ItClust","",13,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"328","Erythro-myeloid progenitors","ItClust","",14,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"329","Erythro-myeloid progenitors","ItClust","",15,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"330","Erythro-myeloid progenitors","ItClust","",16,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"331","Erythro-myeloid progenitors","ItClust","",17,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"332","Erythro-myeloid progenitors","ItClust","",18,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"333","Erythro-myeloid progenitors","ItClust","",6,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"334","Erythro-myeloid progenitors","ItClust","",7,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"335","Erythro-myeloid progenitors","ItClust","",8,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"336","Erythro-myeloid progenitors","ItClust","",9,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"337","Erythro-myeloid progenitors","ItClust","",10,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"338","Erythro-myeloid progenitors","ItClust","",11,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"339","Erythro-myeloid progenitors","ItClust","",19,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"340","Erythro-myeloid progenitors","ItClust","",20,NA,NA,NA,NA,"BoneMarrow",0.0190311418685121,0.0514018691588785,0.0277777777777778,0.0514018691588785
"341","Erythro-myeloid progenitors","Seurat","",1,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"342","Erythro-myeloid progenitors","Seurat","",2,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"343","Erythro-myeloid progenitors","Seurat","",3,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"344","Erythro-myeloid progenitors","Seurat","",9,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"345","Erythro-myeloid progenitors","Seurat","",10,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"346","Erythro-myeloid progenitors","Seurat","",11,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"347","Erythro-myeloid progenitors","Seurat","",12,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"348","Erythro-myeloid progenitors","Seurat","",13,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"349","Erythro-myeloid progenitors","Seurat","",14,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"350","Erythro-myeloid progenitors","Seurat","",15,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"351","Erythro-myeloid progenitors","Seurat","",16,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"352","Erythro-myeloid progenitors","Seurat","",4,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"353","Erythro-myeloid progenitors","Seurat","",5,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"354","Erythro-myeloid progenitors","Seurat","",6,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"355","Erythro-myeloid progenitors","Seurat","",7,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
"356","Erythro-myeloid progenitors","Seurat","",8,NA,NA,NA,NA,"BoneMarrow",0.561290322580645,0.406542056074766,0.471544715447154,0.406542056074766
