"id","reference","CellID","ItClust","Seurat","SingleCellNet","SingleR"
"5820","X458444","BoneMarrow",0.7,1,1,1,0.4
"5821","X45856","BoneMarrow",1,0,1,1,1
"5822","X458587","BoneMarrow",0.2,1,1,1,1
"5823","X458603","BoneMarrow",0,0,1,1,1
"5824","X458617","BoneMarrow",0,0.8,1,1,1
"5825","X458704","BoneMarrow",1,1,1,0.9,0
"5826","X458817","BoneMarrow",1,0,1,1,1
"5827","X458845","BoneMarrow",0,0,1,1,1
"5828","X458958","BoneMarrow",0,1,0.9,1,0
"5829","X458970","BoneMarrow",0.4,1,1,1,1
"5830","X45909","BoneMarrow",0,0,0,0,0.1
"5831","X459127","BoneMarrow",1,1,1,1,1
"5832","X459133","BoneMarrow",0,0,1,1,1
"5833","X459164","BoneMarrow",1,1,1,1,1
"5834","X459331","BoneMarrow",0,0,1,1,0
"5835","X459339","BoneMarrow",1,1,0,1,0
"5836","X459350","BoneMarrow",1,0,1,1,1
"5837","X459394","BoneMarrow",1,0,0.9,0,0
"5838","X459419","BoneMarrow",0.15,0,0,0,0
"5839","X459446","BoneMarrow",0.8,1,1,1,1
"5840","X45945","BoneMarrow",0,1,1,1,1
"5841","X459883","BoneMarrow",1,0.3,0,0.9,0
"5842","X45991","BoneMarrow",1,1,1,1,1
"5843","X459918","BoneMarrow",0,1,1,1,1
"5844","X460040","BoneMarrow",0.65,0,1,1,1
"5845","X46006","BoneMarrow",0,0.8,0.9,0.2,0.4
"5846","X460102","BoneMarrow",1,0,1,1,1
"5847","X460167","BoneMarrow",0,0,1,1,1
"5848","X460316","BoneMarrow",0.4,0,1,1,1
"5849","X460334","BoneMarrow",0.1,0,1,1,1
"5850","X460376","BoneMarrow",1,1,1,1,1
"5851","X460451","BoneMarrow",0.8,0.7,1,1,1
"5852","X460525","BoneMarrow",1,1,1,1,1
"5853","X46066","BoneMarrow",0.15,1,1,0.9,1
"5854","X460662","BoneMarrow",1,1,1,1,1
"5855","X460663","BoneMarrow",1,1,1,1,1
"5856","X460676","BoneMarrow",1,1,1,1,1
"5857","X460703","BoneMarrow",1,1,1,1,1
"5858","X460851","BoneMarrow",1,0,1,1,1
"5859","X460994","BoneMarrow",0,0,1,1,1
"5860","X461082","BoneMarrow",1,0,1,1,1
"5861","X461087","BoneMarrow",0,1,1,1,0.3
"5862","X461216","BoneMarrow",0,0,1,1,1
"5863","X461292","BoneMarrow",0,1,1,0.7,0.1
"5864","X461351","BoneMarrow",0,0,1,1,1
"5865","X461422","BoneMarrow",1,1,1,1,1
"5866","X461460","BoneMarrow",1,1,1,1,1
"5867","X461461","BoneMarrow",1,1,1,1,1
"5868","X461507","BoneMarrow",0.15,1,1,0.9,0.2
"5869","X461563","BoneMarrow",1,0,1,1,1
"5870","X461569","BoneMarrow",1,1,1,1,1
"5871","X46164","BoneMarrow",1,1,1,1,1
"5872","X461819","BoneMarrow",1,1,0,1,0.9
"5873","X461851","BoneMarrow",1,1,1,1,1
"5874","X461954","BoneMarrow",1,0,1,1,1
"5875","X461986","BoneMarrow",1,1,1,1,1
"5876","X462054","BoneMarrow",0,1,1,1,1
"5877","X462129","BoneMarrow",0,0,1,1,1
"5878","X462148","BoneMarrow",0.2,1,0.3,0.9,0.4
"5879","X462206","BoneMarrow",1,1,0,0.7,0.9
"5880","X462213","BoneMarrow",0.35,1,0,0,0
"5881","X462234","BoneMarrow",1,1,1,1,1
"5882","X462343","BoneMarrow",1,0,1,1,1
"5883","X462357","BoneMarrow",0,0,1,1,0.9
"5884","X462361","BoneMarrow",1,1,1,0.9,0.9
"5885","X462548","BoneMarrow",0,0,1,1,0.8
"5886","X462551","BoneMarrow",0.7,1,1,1,1
"5887","X46261","BoneMarrow",0.4,1,1,1,1
"5888","X462670","BoneMarrow",0.35,1,1,1,1
"5889","X462705","BoneMarrow",1,1,1,1,1
"5890","X462776","BoneMarrow",1,0,1,1,1
"5891","X46288","BoneMarrow",1,0,1,1,1
"5892","X46300","BoneMarrow",0,0.9,1,1,0
"5893","X463025","BoneMarrow",1,0,1,1,1
"5894","X463071","BoneMarrow",1,0,1,1,1
"5895","X463082","BoneMarrow",1,1,1,1,1
"5896","X463165","BoneMarrow",1,0,1,1,1
"5897","X463380","BoneMarrow",1,0,1,1,1
"5898","X463523","BoneMarrow",0,0,1,1,1
"5899","X463588","BoneMarrow",0.95,1,1,1,1
"5900","X463703","BoneMarrow",1,0,1,1,1
"5901","X463711","BoneMarrow",1,0,1,1,1
"5902","X463953","BoneMarrow",1,1,1,1,1
"5903","X46396","BoneMarrow",1,1,1,1,1
"5904","X464126","BoneMarrow",1,1,1,1,1
"5905","X464216","BoneMarrow",1,1,1,1,1
"5906","X464332","BoneMarrow",0.5,1,1,1,1
"5907","X464400","BoneMarrow",1,0,1,1,1
"5908","X464406","BoneMarrow",0.1,0,1,1,1
"5909","X46446","BoneMarrow",0,0,1,1,1
"5910","X464464","BoneMarrow",0,0,0,1,0.1
"5911","X464480","BoneMarrow",1,1,1,1,1
"5912","X464610","BoneMarrow",0,1,0.8,0.9,0
"5913","X464613","BoneMarrow",1,0,1,1,1
"5914","X464673","BoneMarrow",0.1,1,1,1,1
"5915","X464699","BoneMarrow",0,1,1,1,1
"5916","X464768","BoneMarrow",1,0,1,1,1
"5917","X464844","BoneMarrow",0,0,1,1,0.8
"5918","X465082","BoneMarrow",1,1,1,1,1
"5919","X465185","BoneMarrow",1,1,1,1,1
"5920","X465237","BoneMarrow",1,0.9,1,1,1
"5921","X465249","BoneMarrow",1,1,1,1,1
"5922","X465259","BoneMarrow",0,1,1,1,0.4
"5923","X465312","BoneMarrow",0,0,1,1,1
"5924","X465390","BoneMarrow",1,0,1,1,1
"5925","X465410","BoneMarrow",1,0,1,1,1
"5926","X465447","BoneMarrow",0,1,1,1,1
"5927","X465453","BoneMarrow",1,1,1,1,1
"5928","X465504","BoneMarrow",0.75,0,1,1,1
"5929","X465514","BoneMarrow",0.25,0,1,1,1
"5930","X465608","BoneMarrow",1,0,1,1,1
"5931","X465707","BoneMarrow",0,1,1,1,0
"5932","X465710","BoneMarrow",1,1,1,1,1
"5933","X465763","BoneMarrow",1,1,1,1,1
"5934","X465831","BoneMarrow",1,0,1,1,1
"5935","X465940","BoneMarrow",0,0,1,1,1
"5936","X465945","BoneMarrow",0,0.9,1,1,1
"5937","X466004","BoneMarrow",0,0,1,1,1
"5938","X466013","BoneMarrow",0,0,1,1,1
"5939","X466038","BoneMarrow",1,0,1,0.8,1
"5940","X466047","BoneMarrow",0.2,1,1,1,1
"5941","X466089","BoneMarrow",1,0,1,1,1
"5942","X466113","BoneMarrow",1,0,1,1,0.9
"5943","X466167","BoneMarrow",1,1,1,1,1
"5944","X466230","BoneMarrow",0.8,1,1,1,0.7
"5945","X466288","BoneMarrow",1,0,1,1,1
"5946","X466410","BoneMarrow",1,1,1,1,1
"5947","X466465","BoneMarrow",1,0,1,1,1
"5948","X466476","BoneMarrow",1,1,1,1,1
"5949","X466613","BoneMarrow",1,1,1,1,1
"5950","X466618","BoneMarrow",0,1,1,1,1
"5951","X466646","BoneMarrow",0,1,1,1,1
"5952","X466657","BoneMarrow",1,1,1,1,1
"5953","X466702","BoneMarrow",1,1,1,1,1
"5954","X466768","BoneMarrow",1,1,1,1,1
"5955","X466820","BoneMarrow",1,0,1,1,1
"5956","X466882","BoneMarrow",0,1,1,1,1
"5957","X467027","BoneMarrow",0.1,0,1,1,1
"5958","X467171","BoneMarrow",1,1,1,1,1
"5959","X467233","BoneMarrow",0.85,0,1,1,1
"5960","X467402","BoneMarrow",0,0.7,0.8,0.8,0.9
"5961","X467485","BoneMarrow",0.85,0,0.9,1,1
"5962","X467520","BoneMarrow",1,1,1,1,1
"5963","X467542","BoneMarrow",0,0,0,0,0
"5964","X467562","BoneMarrow",0,0,1,1,1
"5965","X467568","BoneMarrow",0.8,1,1,1,1
"5966","X467612","BoneMarrow",1,1,1,1,1
"5967","X467650","BoneMarrow",0,1,1,1,1
"5968","X467712","BoneMarrow",1,1,1,0,1
"5969","X467760","BoneMarrow",0.8,1,1,1,1
"5970","X467841","BoneMarrow",0,0,1,1,1
"5971","X467920","BoneMarrow",0,0,1,1,1
"5972","X467931","BoneMarrow",1,0,1,1,1
"5973","X467993","BoneMarrow",0,1,1,1,1
"5974","X468072","BoneMarrow",0,0,1,1,1
"5975","X468296","BoneMarrow",0.7,0,1,1,1
"5976","X468344","BoneMarrow",1,1,1,1,1
"5977","X46840","BoneMarrow",0,0,1,1,1
"5978","X468421","BoneMarrow",0.8,0,1,1,1
"5979","X468532","BoneMarrow",0.55,1,1,1,1
"5980","X468555","BoneMarrow",1,1,1,1,1
"5981","X468563","BoneMarrow",1,1,1,1,1
"5982","X468567","BoneMarrow",0.9,0,1,1,1
"5983","X468590","BoneMarrow",0.25,0,1,1,1
"5984","X468602","BoneMarrow",1,0,1,1,1
"5985","X468688","BoneMarrow",1,1,1,1,1
"5986","X468718","BoneMarrow",0,0,1,1,1
"5987","X468855","BoneMarrow",0.5,0,1,1,1
"5988","X46887","BoneMarrow",0.7,0,1,1,0.7
"5989","X468889","BoneMarrow",0,1,1,1,1
"5990","X468918","BoneMarrow",1,0,1,1,1
"5991","X469095","BoneMarrow",1,0,1,1,1
"5992","X469118","BoneMarrow",0,1,1,1,1
"5993","X469124","BoneMarrow",1,0,0.9,0.8,0.8
"5994","X469198","BoneMarrow",1,0,1,1,1
"5995","X469321","BoneMarrow",0,0,0,0,0
"5996","X469528","BoneMarrow",0,1,0.4,1,0
"5997","X469557","BoneMarrow",0.15,0,1,1,1
"5998","X469582","BoneMarrow",1,1,1,1,1
"5999","X469672","BoneMarrow",0.2,1,1,1,1
"6000","X469744","BoneMarrow",0,1,1,1,1
"6001","X469770","BoneMarrow",0.2,1,1,1,0
"6002","X469773","BoneMarrow",1,1,1,1,1
"6003","X469901","BoneMarrow",0.85,0,0.9,1,1
"6004","X469935","BoneMarrow",1,1,1,0.5,1
"6005","X470098","BoneMarrow",0,1,0.9,1,1
"6006","X470171","BoneMarrow",1,0,1,1,1
"6007","X470204","BoneMarrow",1,0,1,1,1
"6008","X470289","BoneMarrow",0,1,1,1,1
"6009","X470452","BoneMarrow",0,0,1,1,1
"6010","X470623","BoneMarrow",0,1,1,1,1
"6011","X470717","BoneMarrow",1,0,0,0,0
"6012","X470832","BoneMarrow",0.2,0,1,1,1
"6013","X470938","BoneMarrow",0.9,0,1,1,1
"6014","X470946","BoneMarrow",1,0,1,1,1
"6015","X470956","BoneMarrow",0,0,1,0,0.4
"6016","X47101","BoneMarrow",0,1,1,1,1
"6017","X471067","BoneMarrow",0.95,0,1,1,1
"6018","X471155","BoneMarrow",1,0,1,1,0.9
"6019","X471283","BoneMarrow",0.65,0,1,1,1
"6020","X471322","BoneMarrow",0.95,1,1,1,1
"6021","X471357","BoneMarrow",0.7,1,1,1,1
"6022","X471383","BoneMarrow",1,0,1,1,1
"6023","X471417","BoneMarrow",1,0,1,1,1
"6024","X471469","BoneMarrow",1,0,1,1,1
"6025","X471537","BoneMarrow",0,1,1,1,0
"6026","X471583","BoneMarrow",1,1,1,1,1
"6027","X471625","BoneMarrow",1,1,1,1,1
"6028","X471755","BoneMarrow",0.4,0,1,1,1
"6029","X471765","BoneMarrow",0.8,0,1,0.9,0.9
"6030","X471786","BoneMarrow",1,0.9,1,1,1
"6031","X471856","BoneMarrow",1,1,0.9,1,1
"6032","X471940","BoneMarrow",0,0,1,1,1
"6033","X471953","BoneMarrow",1,0,1,1,1
"6034","X471979","BoneMarrow",1,1,1,1,1
"6035","X472017","BoneMarrow",0,0,1,0,0
"6036","X472050","BoneMarrow",0.6,1,0,1,0
"6037","X472051","BoneMarrow",1,1,1,1,1
"6038","X472125","BoneMarrow",0,0,1,1,1
"6039","X472179","BoneMarrow",0.8,0,1,0.9,1
"6040","X47219","BoneMarrow",0,0,1,1,1
"6041","X472209","BoneMarrow",1,1,1,1,1
"6042","X472236","BoneMarrow",1,0,1,1,1
"6043","X472316","BoneMarrow",0,1,1,0.2,0.7
"6044","X472338","BoneMarrow",1,1,0.9,0.9,0.1
"6045","X472372","BoneMarrow",0.2,0,1,1,1
"6046","X47242","BoneMarrow",0.9,1,1,1,1
"6047","X472452","BoneMarrow",0,0,0,0,0
"6048","X472516","BoneMarrow",0,0,1,1,0.9
"6049","X472614","BoneMarrow",0,0.9,1,1,0
"6050","X472622","BoneMarrow",0,1,1,1,1
"6051","X472685","BoneMarrow",0,0,1,1,1
"6052","X472697","BoneMarrow",0,0,1,1,1
"6053","X472756","BoneMarrow",0,0,1,1,1
"6054","X472824","BoneMarrow",0,0,0.4,1,0.7
"6055","X472918","BoneMarrow",0.7,0,1,0.9,0.8
"6056","X472934","BoneMarrow",0,0.3,0.7,1,0
"6057","X472979","BoneMarrow",1,NA,1,1,1
"6058","X472998","BoneMarrow",0.6,0,1,1,1
"6059","X473008","BoneMarrow",1,0,1,0.9,0.8
"6060","X473021","BoneMarrow",1,1,1,1,1
"6061","X473045","BoneMarrow",1,1,1,1,1
"6062","X473113","BoneMarrow",0,0,1,0,1
"6063","X473205","BoneMarrow",1,0,1,1,1
"6064","X47330","BoneMarrow",0.9,1,1,1,1
"6065","X473469","BoneMarrow",0.9,0,1,1,1
"6066","X473497","BoneMarrow",0,0,1,1,1
"6067","X47354","BoneMarrow",0,0,1,1,0.8
"6068","X473546","BoneMarrow",1,1,1,1,1
"6069","X473730","BoneMarrow",1,0,1,1,1
"6070","X473759","BoneMarrow",1,1,1,0,1
"6071","X47380","BoneMarrow",0.4,0,1,1,1
"6072","X473848","BoneMarrow",0,0.4,0.3,0.8,0
"6073","X474105","BoneMarrow",1,1,1,1,1
"6074","X47412","BoneMarrow",1,1,0.7,1,1
"6075","X474150","BoneMarrow",1,0,1,1,1
"6076","X474216","BoneMarrow",1,0,1,1,1
"6077","X47427","BoneMarrow",1,1,1,1,1
"6078","X474431","BoneMarrow",0,0,0.4,0,0
"6079","X474473","BoneMarrow",1,1,1,1,1
"6080","X474680","BoneMarrow",1,1,1,1,1
"6081","X474698","BoneMarrow",1,1,1,1,1
"6082","X474708","BoneMarrow",0.4,0,1,1,0.8
"6083","X474735","BoneMarrow",0,0,1,1,1
"6084","X474786","BoneMarrow",1,0.9,1,1,1
"6085","X475014","BoneMarrow",1,0,1,1,1
"6086","X475016","BoneMarrow",1,1,1,1,1
"6087","X475111","BoneMarrow",1,1,1,1,1
"6088","X475171","BoneMarrow",0,0,1,1,1
"6089","X475267","BoneMarrow",0,1,1,1,0
"6090","X47537","BoneMarrow",1,0,1,1,1
"6091","X475397","BoneMarrow",0,0,0.9,1,1
"6092","X475402","BoneMarrow",0,0,1,0.1,0.1
"6093","X475434","BoneMarrow",0.6,0,1,1,1
"6094","X475475","BoneMarrow",0,1,0.3,0.2,0.9
"6095","X475520","BoneMarrow",0,1,1,1,1
"6096","X475607","BoneMarrow",0.9,0,1,1,1
"6097","X475644","BoneMarrow",1,1,0,1,0.8
"6098","X475685","BoneMarrow",1,1,1,1,1
"6099","X475765","BoneMarrow",1,0.9,1,1,1
"6100","X475831","BoneMarrow",0,1,1,1,0.5
"6101","X475915","BoneMarrow",1,0,0.9,1,1
"6102","X47592","BoneMarrow",1,0,1,1,1
"6103","X475950","BoneMarrow",0,1,1,1,1
"6104","X476032","BoneMarrow",1,0,1,1,1
"6105","X476141","BoneMarrow",0.8,0,0.9,1,1
"6106","X476220","BoneMarrow",1,1,1,1,1
"6107","X476223","BoneMarrow",0,0,1,1,1
"6108","X476257","BoneMarrow",0.35,1,1,1,1
"6109","X476277","BoneMarrow",0,0,1,1,1
"6110","X476372","BoneMarrow",1,1,1,1,1
"6111","X476480","BoneMarrow",1,0,1,0.9,1
"6112","X476503","BoneMarrow",0.35,1,1,1,1
"6113","X476543","BoneMarrow",1,1,1,1,1
"6114","X476610","BoneMarrow",1,1,1,1,1
"6115","X476622","BoneMarrow",1,1,1,0.3,1
"6116","X476657","BoneMarrow",1,0,1,1,1
"6117","X476756","BoneMarrow",0,0,0.7,0.8,0
"6118","X476798","BoneMarrow",0,0,0.6,1,1
"6119","X476826","BoneMarrow",0,0,0,0,0
"6120","X476850","BoneMarrow",1,0,1,0.9,1
"6121","X476884","BoneMarrow",1,0,1,1,1
"6122","X476950","BoneMarrow",1,1,1,1,1
"6123","X477093","BoneMarrow",1,0,1,1,1
"6124","X477125","BoneMarrow",0.1,0,1,1,1
"6125","X477146","BoneMarrow",0,0,1,1,0
"6126","X477338","BoneMarrow",1,1,1,1,1
"6127","X477349","BoneMarrow",0.8,0,1,1,1
"6128","X477386","BoneMarrow",1,1,1,1,1
"6129","X477408","BoneMarrow",0,0,1,1,1
"6130","X477416","BoneMarrow",1,0,1,1,1
"6131","X477527","BoneMarrow",0,1,1,1,1
"6132","X477530","BoneMarrow",0,1,1,1,1
"6133","X477577","BoneMarrow",0,0,1,1,1
"6134","X477598","BoneMarrow",0,0,1,1,1
"6135","X477624","BoneMarrow",0.9,0,1,1,1
"6136","X477645","BoneMarrow",0,0.9,1,1,1
"6137","X477648","BoneMarrow",0,0,1,1,1
"6138","X477652","BoneMarrow",0,1,1,1,0.8
"6139","X477794","BoneMarrow",0,0,0,0,0
"6140","X477821","BoneMarrow",1,0,1,0.9,1
"6141","X478092","BoneMarrow",1,1,1,1,1
"6142","X478342","BoneMarrow",1,0,1,1,1
"6143","X478363","BoneMarrow",1,1,1,1,1
"6144","X478494","BoneMarrow",0.9,0,1,1,1
"6145","X478498","BoneMarrow",0,0,1,1,1
"6146","X47861","BoneMarrow",1,0,1,1,1
"6147","X478645","BoneMarrow",1,1,1,1,1
"6148","X478723","BoneMarrow",1,0,1,1,1
"6149","X478765","BoneMarrow",1,0,1,1,1
"6150","X478809","BoneMarrow",0,0,1,1,1
"6151","X479022","BoneMarrow",0,0,1,0,0.3
"6152","X479127","BoneMarrow",0.05,0,1,1,0.9
"6153","X479179","BoneMarrow",1,0,1,1,1
"6154","X479204","BoneMarrow",1,1,1,1,0.8
"6155","X479235","BoneMarrow",1,0,1,1,1
"6156","X479268","BoneMarrow",1,1,0,0.2,0
"6157","X47929","BoneMarrow",0,0,1,1,1
"6158","X479338","BoneMarrow",0,0.7,1,1,0
"6159","X479344","BoneMarrow",1,0,1,1,1
"6160","X479430","BoneMarrow",1,1,1,1,1
"6161","X479431","BoneMarrow",1,0,1,1,1
"6162","X479510","BoneMarrow",0,1,0.9,0,1
"6163","X479530","BoneMarrow",0.35,0,1,1,1
"6164","X479623","BoneMarrow",1,0,1,1,1
"6165","X479738","BoneMarrow",0,0.9,1,1,1
"6166","X479776","BoneMarrow",1,1,1,1,1
"6167","X479913","BoneMarrow",1,1,1,1,1
"6168","X480102","BoneMarrow",1,0,1,1,1
"6169","X480159","BoneMarrow",1,0,1,1,1
"6170","X480271","BoneMarrow",0.45,0,1,1,1
"6171","X480272","BoneMarrow",0,1,1,1,0.5
"6172","X480313","BoneMarrow",1,1,1,1,1
"6173","X480350","BoneMarrow",0,1,1,1,1
"6174","X480368","BoneMarrow",1,0,1,1,1
"6175","X480390","BoneMarrow",1,0,1,1,1
"6176","X480429","BoneMarrow",0.1,1,1,1,1
"6177","X480436","BoneMarrow",1,1,1,1,1
"6178","X480482","BoneMarrow",0,0,1,0.7,0.1
"6179","X480506","BoneMarrow",0,0,1,1,1
"6180","X480518","BoneMarrow",1,0,1,1,1
"6181","X480527","BoneMarrow",0,0,1,1,1
"6182","X480532","BoneMarrow",0.5,1,1,1,1
"6183","X480573","BoneMarrow",1,1,1,1,1
"6184","X480678","BoneMarrow",1,1,0.9,1,0.7
"6185","X480690","BoneMarrow",1,0,1,1,1
"6186","X480711","BoneMarrow",0,0,1,1,0.5
"6187","X480716","BoneMarrow",1,0,1,0.9,1
"6188","X480814","BoneMarrow",0,0.4,0.2,1,1
"6189","X480824","BoneMarrow",1,0,1,1,1
"6190","X480861","BoneMarrow",1,0,1,0.9,1
"6191","X480930","BoneMarrow",0,1,1,1,1
"6192","X480945","BoneMarrow",0.9,0,1,1,1
"6193","X48096","BoneMarrow",1,1,1,1,1
"6194","X480963","BoneMarrow",1,1,1,1,1
"6195","X481007","BoneMarrow",0,0,1,1,0.8
"6196","X481089","BoneMarrow",1,1,1,1,1
"6197","X481100","BoneMarrow",0,0,0.3,1,0
"6198","X481147","BoneMarrow",0,0,1,1,0
"6199","X481207","BoneMarrow",0,0,0.2,1,0
"6200","X481225","BoneMarrow",1,1,1,1,1
"6201","X481234","BoneMarrow",0,1,0,0.1,0.9
"6202","X481252","BoneMarrow",1,1,1,1,1
"6203","X481324","BoneMarrow",1,1,1,1,1
"6204","X48137","BoneMarrow",0.1,0,1,1,1
"6205","X481392","BoneMarrow",0,1,1,1,1
"6206","X481442","BoneMarrow",0,1,1,1,0.9
"6207","X481452","BoneMarrow",0.2,0,1,1,1
"6208","X481596","BoneMarrow",0.2,0,1,0.6,0.8
"6209","X481658","BoneMarrow",0.2,0.7,1,1,1
"6210","X481949","BoneMarrow",1,1,1,1,1
"6211","X481958","BoneMarrow",0,1,1,1,1
"6212","X481968","BoneMarrow",0,1,1,1,1
"6213","X482000","BoneMarrow",0.65,0.9,1,1,1
"6214","X482028","BoneMarrow",1,1,0.9,0.7,0
"6215","X482117","BoneMarrow",0,0,0.7,1,0
"6216","X482121","BoneMarrow",1,0,1,1,1
"6217","X482137","BoneMarrow",0,0.9,0.1,0.8,0
"6218","X482138","BoneMarrow",1,0,1,1,1
"6219","X482390","BoneMarrow",0.85,0,0.8,1,1
"6220","X48241","BoneMarrow",0,1,1,1,1
"6221","X482434","BoneMarrow",1,0,0.9,1,1
"6222","X482435","BoneMarrow",0,NA,1,0.3,1
"6223","X482477","BoneMarrow",0,1,1,1,1
"6224","X482526","BoneMarrow",1,1,1,1,1
"6225","X482549","BoneMarrow",0.8,0,1,0,0.3
"6226","X482634","BoneMarrow",0,1,1,1,1
"6227","X482877","BoneMarrow",1,0,1,1,1
"6228","X482900","BoneMarrow",1,1,0.9,1,0
"6229","X482923","BoneMarrow",1,0,1,1,1
"6230","X482928","BoneMarrow",0,1,1,1,1
"6231","X482933","BoneMarrow",0,1,1,1,1
"6232","X483002","BoneMarrow",1,0,1,1,1
"6233","X483104","BoneMarrow",0,NA,1,1,1
"6234","X483269","BoneMarrow",0.7,0,1,1,0.3
"6235","X483296","BoneMarrow",1,1,1,1,1
"6236","X483344","BoneMarrow",1,0,1,1,1
"6237","X483424","BoneMarrow",1,0,1,1,1
"6238","X483493","BoneMarrow",0,1,1,1,1
"6239","X483523","BoneMarrow",0.9,1,1,1,1
"6240","X48369","BoneMarrow",0.8,1,1,1,1
"6241","X483727","BoneMarrow",1,0,1,0.1,0.2
"6242","X483785","BoneMarrow",0,1,1,1,1
"6243","X483844","BoneMarrow",1,0,1,1,1
"6244","X483881","BoneMarrow",0,0,1,1,1
"6245","X483945","BoneMarrow",0.5,1,1,1,1
"6246","X484012","BoneMarrow",1,1,1,1,1
"6247","X484017","BoneMarrow",0,0,1,1,1
"6248","X48411","BoneMarrow",1,0,1,1,1
"6249","X484163","BoneMarrow",1,0,1,1,1
"6250","X484236","BoneMarrow",0,0,1,1,1
"6251","X484284","BoneMarrow",0.1,0,1,1,1
"6252","X484353","BoneMarrow",1,0,1,1,1
"6253","X484451","BoneMarrow",0.4,0,0,0.2,0
"6254","X4845","BoneMarrow",0,0,0.3,0,0
"6255","X484519","BoneMarrow",1,0,1,1,1
"6256","X48452","BoneMarrow",1,0,1,1,1
"6257","X484535","BoneMarrow",0,1,1,1,1
"6258","X484547","BoneMarrow",1,0,1,1,1
"6259","X48459","BoneMarrow",0,0.9,1,1,1
"6260","X48474","BoneMarrow",0,1,1,1,1
"6261","X484772","BoneMarrow",1,1,1,1,1
"6262","X484841","BoneMarrow",1,1,1,1,1
"6263","X484921","BoneMarrow",1,1,1,1,0.5
"6264","X484959","BoneMarrow",1,0,1,1,1
"6265","X485003","BoneMarrow",1,0,0.9,1,1
"6266","X48512","BoneMarrow",0,0,1,1,1
"6267","X485217","BoneMarrow",0,0.3,0.7,0,0
"6268","X485356","BoneMarrow",1,0,1,1,1
"6269","X485369","BoneMarrow",0,0.9,1,1,1
"6270","X4854","BoneMarrow",0,0,1,1,1
"6271","X485582","BoneMarrow",1,1,1,1,1
"6272","X48570","BoneMarrow",0,0,0.9,1,0.8
"6273","X485736","BoneMarrow",0,0.9,1,1,0
"6274","X485739","BoneMarrow",0,0,1,1,0
"6275","X485809","BoneMarrow",1,1,1,1,1
"6276","X485816","BoneMarrow",1,0,1,1,1
"6277","X485837","BoneMarrow",0.7,0.9,1,1,1
"6278","X485914","BoneMarrow",1,0,1,1,1
"6279","X485925","BoneMarrow",0,0.8,1,0.2,1
"6280","X485993","BoneMarrow",1,0,1,1,1
"6281","X486073","BoneMarrow",1,1,1,1,1
"6282","X486105","BoneMarrow",0,0,1,1,1
"6283","X486157","BoneMarrow",0.15,0,1,1,1
"6284","X486160","BoneMarrow",1,1,1,1,1
"6285","X486245","BoneMarrow",0.7,1,0.1,0.5,0.5
"6286","X486566","BoneMarrow",0.8,0,1,1,1
"6287","X4866","BoneMarrow",0,0,1,1,1
"6288","X486689","BoneMarrow",1,0,1,1,1
"6289","X486695","BoneMarrow",0,0,1,1,1
"6290","X486727","BoneMarrow",1,0,1,1,0
"6291","X486739","BoneMarrow",1,1,1,1,1
"6292","X486740","BoneMarrow",1,0,1,1,1
"6293","X486763","BoneMarrow",1,0,0.9,1,1
"6294","X486837","BoneMarrow",1,0,1,1,1
"6295","X486845","BoneMarrow",1,1,1,1,1
"6296","X487002","BoneMarrow",1,1,1,1,1
"6297","X487107","BoneMarrow",1,0,1,1,1
"6298","X487175","BoneMarrow",1,0,0.9,1,1
"6299","X487331","BoneMarrow",1,0,1,1,1
"6300","X487343","BoneMarrow",0.8,1,1,1,1
"6301","X487348","BoneMarrow",0.95,1,1,1,1
"6302","X487351","BoneMarrow",0.1,0,1,1,1
"6303","X487424","BoneMarrow",1,1,1,1,1
"6304","X487426","BoneMarrow",1,0,1,1,1
"6305","X487524","BoneMarrow",1,0,1,0.9,1
"6306","X487649","BoneMarrow",1,0,1,1,1
"6307","X487676","BoneMarrow",1,1,1,1,1
"6308","X487750","BoneMarrow",0,0,1,1,1
"6309","X487767","BoneMarrow",1,1,1,1,1
"6310","X487834","BoneMarrow",0,0,1,1,1
"6311","X487901","BoneMarrow",1,0,1,1,1
"6312","X48792","BoneMarrow",1,1,1,1,1
"6313","X487933","BoneMarrow",1,0,1,1,1
"6314","X488100","BoneMarrow",1,1,1,1,1
"6315","X488114","BoneMarrow",0,0,0,0,0
"6316","X488161","BoneMarrow",0.2,1,1,1,1
"6317","X488184","BoneMarrow",0,0,0.9,1,1
"6318","X488256","BoneMarrow",1,1,0,1,1
"6319","X488270","BoneMarrow",1,1,1,1,1
"6320","X488273","BoneMarrow",0,0,1,1,1
"6321","X488280","BoneMarrow",1,1,1,1,1
"6322","X488412","BoneMarrow",1,1,1,1,1
"6323","X488451","BoneMarrow",0.9,1,1,1,1
"6324","X488523","BoneMarrow",0,1,1,1,1
"6325","X488629","BoneMarrow",1,1,0.9,1,1
"6326","X488661","BoneMarrow",1,1,1,1,0.7
"6327","X488666","BoneMarrow",0,0,0.9,1,1
"6328","X488678","BoneMarrow",0.05,0,1,0.9,0.8
"6329","X488717","BoneMarrow",1,0,1,1,1
"6330","X488752","BoneMarrow",1,0,1,1,1
"6331","X488759","BoneMarrow",1,0,1,1,1
"6332","X488804","BoneMarrow",1,0,1,1,1
"6333","X488840","BoneMarrow",1,1,1,1,0.2
"6334","X488895","BoneMarrow",1,0,1,1,1
"6335","X488956","BoneMarrow",0,NA,1,1,1
