"id","reference","CellID","ItClust","Seurat","SingleCellNet","SingleR"
"2024","X22331","BoneMarrow",1,0,1,1,1
"2025","X223352","BoneMarrow",1,1,1,0.9,1
"2026","X223391","BoneMarrow",1,1,1,1,0.1
"2027","X223402","BoneMarrow",0.25,1,0.9,0.3,0.6
"2028","X223526","BoneMarrow",0,0.4,1,1,1
"2029","X223593","BoneMarrow",1,0.8,1,1,1
"2030","X223678","BoneMarrow",1,1,1,1,1
"2031","X223725","BoneMarrow",0,1,1,1,1
"2032","X223848","BoneMarrow",0,0,1,1,0.6
"2033","X223917","BoneMarrow",1,1,1,0.9,0.5
"2034","X223966","BoneMarrow",0,0,0.3,1,1
"2035","X223985","BoneMarrow",0,0,1,1,0.1
"2036","X224045","BoneMarrow",1,1,0.9,1,0.8
"2037","X224056","BoneMarrow",0.5,1,1,1,1
"2038","X224062","BoneMarrow",0,0.8,1,1,1
"2039","X224109","BoneMarrow",1,1,0.2,1,1
"2040","X224121","BoneMarrow",0,0,1,1,1
"2041","X224130","BoneMarrow",0.6,0,1,1,1
"2042","X22414","BoneMarrow",0,1,1,1,0.7
"2043","X224172","BoneMarrow",0.05,1,1,1,1
"2044","X224346","BoneMarrow",0.5,0,1,1,0.8
"2045","X224401","BoneMarrow",1,1,1,1,1
"2046","X224408","BoneMarrow",1,0,0.8,1,0.9
"2047","X224411","BoneMarrow",0.5,0,1,1,1
"2048","X224551","BoneMarrow",0.9,1,1,1,1
"2049","X224712","BoneMarrow",1,0,1,1,1
"2050","X224738","BoneMarrow",0.85,1,1,1,1
"2051","X224745","BoneMarrow",1,1,1,1,1
"2052","X224937","BoneMarrow",1,0,1,1,1
"2053","X224976","BoneMarrow",0.1,0,1,1,1
"2054","X225012","BoneMarrow",1,1,1,1,1
"2055","X225093","BoneMarrow",1,0,1,1,1
"2056","X225128","BoneMarrow",1,1,1,1,1
"2057","X225258","BoneMarrow",0.4,0,1,0.6,0
"2058","X225334","BoneMarrow",1,1,1,1,1
"2059","X225492","BoneMarrow",1,1,1,1,1
"2060","X22556","BoneMarrow",0.6,0,1,1,0.7
"2061","X225566","BoneMarrow",0,0,1,1,1
"2062","X225621","BoneMarrow",1,0,0,0.9,0.9
"2063","X22563","BoneMarrow",0.1,1,1,1,1
"2064","X225669","BoneMarrow",1,1,1,1,1
"2065","X22596","BoneMarrow",1,0,1,1,1
"2066","X225969","BoneMarrow",1,1,1,1,1
"2067","X226250","BoneMarrow",1,1,1,1,1
"2068","X22632","BoneMarrow",0.45,0,1,1,1
"2069","X226394","BoneMarrow",1,0.9,1,1,1
"2070","X226402","BoneMarrow",0,1,1,1,1
"2071","X226416","BoneMarrow",1,0,1,1,1
"2072","X226529","BoneMarrow",1,1,1,1,1
"2073","X226532","BoneMarrow",0,0,1,1,0.7
"2074","X226533","BoneMarrow",0.7,0,1,1,1
"2075","X226625","BoneMarrow",0.1,0,1,0.8,0.8
"2076","X226665","BoneMarrow",1,1,1,1,1
"2077","X226725","BoneMarrow",1,0,1,1,1
"2078","X226754","BoneMarrow",1,0,0.9,1,0.2
"2079","X226799","BoneMarrow",0,0,0,0,0
"2080","X226838","BoneMarrow",0,0,1,1,1
"2081","X226924","BoneMarrow",0,0,1,1,0
"2082","X226927","BoneMarrow",1,1,0.8,0.9,0
"2083","X226967","BoneMarrow",1,1,1,1,1
"2084","X227019","BoneMarrow",0.1,0,1,0.9,1
"2085","X227040","BoneMarrow",0,0,1,1,1
"2086","X227054","BoneMarrow",1,1,0.7,1,1
"2087","X227063","BoneMarrow",0,0,1,0,0.6
"2088","X227121","BoneMarrow",1,0,1,1,0.8
"2089","X22715","BoneMarrow",0.3,0.4,1,1,1
"2090","X227185","BoneMarrow",0,0.6,1,1,1
"2091","X227291","BoneMarrow",0,1,1,1,1
"2092","X227482","BoneMarrow",0.9,0,1,1,1
"2093","X227490","BoneMarrow",1,0,1,1,1
"2094","X227539","BoneMarrow",1,1,1,0.9,1
"2095","X227595","BoneMarrow",1,1,1,1,1
"2096","X227604","BoneMarrow",1,1,1,1,1
"2097","X227678","BoneMarrow",1,1,1,1,1
"2098","X227712","BoneMarrow",1,1,1,1,1
"2099","X227786","BoneMarrow",0,0,1,1,1
"2100","X227911","BoneMarrow",1,1,1,1,1
"2101","X22792","BoneMarrow",0,0.2,1,1,1
"2102","X227933","BoneMarrow",1,1,1,1,1
"2103","X228203","BoneMarrow",0,0,1,1,1
"2104","X228300","BoneMarrow",0,0,0,1,0.3
"2105","X228596","BoneMarrow",0,1,1,1,0
"2106","X228738","BoneMarrow",1,0,1,1,1
"2107","X228799","BoneMarrow",0.1,0,1,1,1
"2108","X228859","BoneMarrow",0.7,0,1,1,1
"2109","X228869","BoneMarrow",0,0,1,1,1
"2110","X228882","BoneMarrow",0.6,0,1,1,1
"2111","X229002","BoneMarrow",1,1,1,1,1
"2112","X229085","BoneMarrow",0,0,1,1,1
"2113","X229129","BoneMarrow",1,1,1,1,1
"2114","X229145","BoneMarrow",0,0.2,0.9,0.9,1
"2115","X229206","BoneMarrow",1,0,1,0.9,1
"2116","X229286","BoneMarrow",0,0,0.4,0,0
"2117","X229377","BoneMarrow",1,1,1,1,1
"2118","X229534","BoneMarrow",1,0,1,1,1
"2119","X229651","BoneMarrow",0,0,1,1,1
"2120","X22972","BoneMarrow",1,0,1,1,1
"2121","X229911","BoneMarrow",0,0,1,1,1
"2122","X229939","BoneMarrow",0.7,1,1,1,1
"2123","X230029","BoneMarrow",0,0,0.2,1,1
"2124","X230120","BoneMarrow",0,1,1,1,1
"2125","X230121","BoneMarrow",1,1,0.5,0,1
"2126","X230140","BoneMarrow",1,0,1,1,1
"2127","X230295","BoneMarrow",0,1,1,1,1
"2128","X230341","BoneMarrow",1,1,1,0.7,1
"2129","X230346","BoneMarrow",0.6,1,1,1,1
"2130","X230423","BoneMarrow",1,0,1,1,1
"2131","X230488","BoneMarrow",1,0,1,1,1
"2132","X230516","BoneMarrow",0,0,1,1,1
"2133","X230637","BoneMarrow",0,0,0.8,1,1
"2134","X230656","BoneMarrow",0,0,0,0,1
"2135","X230772","BoneMarrow",1,0,1,1,1
"2136","X230815","BoneMarrow",0,0,0,0,0
"2137","X230825","BoneMarrow",0.2,1,1,1,1
"2138","X230841","BoneMarrow",0.7,0,1,1,1
"2139","X231008","BoneMarrow",0.9,1,1,1,1
"2140","X23103","BoneMarrow",1,0,1,1,1
"2141","X231030","BoneMarrow",0,0,1,1,1
"2142","X231175","BoneMarrow",1,0,1,1,1
"2143","X231232","BoneMarrow",1,0,1,1,1
"2144","X231262","BoneMarrow",1,0,0.9,1,1
"2145","X231272","BoneMarrow",0.7,1,1,1,1
"2146","X231372","BoneMarrow",0.5,0,1,1,1
"2147","X231409","BoneMarrow",1,0,1,1,1
"2148","X231462","BoneMarrow",1,1,1,1,1
"2149","X231475","BoneMarrow",0,1,1,1,0
"2150","X231487","BoneMarrow",1,1,1,1,1
"2151","X231561","BoneMarrow",1,0.9,1,0.3,1
"2152","X231565","BoneMarrow",0,1,1,1,1
"2153","X231632","BoneMarrow",1,1,1,1,1
"2154","X231693","BoneMarrow",0,0,0,0,0
"2155","X231730","BoneMarrow",0,0,1,0.6,1
"2156","X231840","BoneMarrow",1,1,1,1,1
"2157","X231847","BoneMarrow",0,0,0,0,0
"2158","X231864","BoneMarrow",1,1,0.9,1,1
"2159","X231893","BoneMarrow",1,1,1,1,1
"2160","X231945","BoneMarrow",1,1,1,1,0
"2161","X232254","BoneMarrow",0,0,1,0.2,0
"2162","X232270","BoneMarrow",0.5,0.1,0,0.9,0.5
"2163","X2323","BoneMarrow",1,1,1,1,1
"2164","X232339","BoneMarrow",1,0,1,1,1
"2165","X232352","BoneMarrow",0,1,1,1,0.1
"2166","X232379","BoneMarrow",1,0,1,1,1
"2167","X232385","BoneMarrow",1,1,1,1,1
"2168","X232387","BoneMarrow",0,1,1,1,0.1
"2169","X232480","BoneMarrow",1,0,1,1,1
"2170","X232573","BoneMarrow",0.7,0,1,1,0.8
"2171","X232649","BoneMarrow",0.3,0,1,1,1
"2172","X232709","BoneMarrow",0.4,0.9,1,1,1
"2173","X232753","BoneMarrow",1,0,1,1,1
"2174","X232757","BoneMarrow",1,0,1,1,1
"2175","X232763","BoneMarrow",1,1,1,1,1
"2176","X232785","BoneMarrow",0,0,1,1,1
"2177","X232887","BoneMarrow",1,1,1,1,1
"2178","X232926","BoneMarrow",1,1,1,1,1
"2179","X233109","BoneMarrow",0,1,1,1,0
"2180","X233168","BoneMarrow",1,1,1,1,1
"2181","X233172","BoneMarrow",0,0.2,0,0,0
"2182","X233203","BoneMarrow",0,1,1,1,0.9
"2183","X233235","BoneMarrow",1,1,1,1,1
"2184","X233275","BoneMarrow",1,1,1,1,1
"2185","X23338","BoneMarrow",0,0,0.1,1,0.3
"2186","X23340","BoneMarrow",0.6,0,1,1,0.8
"2187","X233629","BoneMarrow",0,0.2,1,0.4,0
"2188","X233630","BoneMarrow",1,0,1,1,1
"2189","X233780","BoneMarrow",1,0,1,1,1
"2190","X233871","BoneMarrow",1,1,1,1,1
"2191","X23392","BoneMarrow",0,0,0.2,0.5,0.9
"2192","X234032","BoneMarrow",1,1,1,1,1
"2193","X234044","BoneMarrow",1,0,1,1,1
"2194","X23410","BoneMarrow",1,1,1,1,1
"2195","X234191","BoneMarrow",1,0,1,1,0.8
"2196","X234198","BoneMarrow",1,0,1,1,1
"2197","X234211","BoneMarrow",1,0,1,1,1
"2198","X234212","BoneMarrow",0.5,0,1,1,1
"2199","X234241","BoneMarrow",1,0,1,1,1
"2200","X23431","BoneMarrow",0,0,0.2,1,1
"2201","X234550","BoneMarrow",0,1,1,1,1
"2202","X234756","BoneMarrow",0.85,0,1,1,1
"2203","X234781","BoneMarrow",1,0,1,1,0.8
"2204","X234812","BoneMarrow",1,1,1,1,1
"2205","X234815","BoneMarrow",0,0,0.6,0,0
"2206","X234879","BoneMarrow",1,1,1,1,1
"2207","X234949","BoneMarrow",1,0,1,1,1
"2208","X235135","BoneMarrow",1,0,1,1,1
"2209","X23514","BoneMarrow",1,0,1,1,1
"2210","X235164","BoneMarrow",0.8,0,1,1,1
"2211","X23517","BoneMarrow",0.9,0,1,0.4,1
"2212","X235238","BoneMarrow",0,0.1,1,0.9,1
"2213","X23536","BoneMarrow",1,0,1,1,1
"2214","X235388","BoneMarrow",0,1,1,1,1
"2215","X2355","BoneMarrow",0.45,1,1,1,1
"2216","X235530","BoneMarrow",1,0,1,1,1
"2217","X235633","BoneMarrow",1,1,1,1,1
"2218","X235640","BoneMarrow",1,0,1,1,1
"2219","X235658","BoneMarrow",1,1,1,1,1
"2220","X235786","BoneMarrow",1,0,1,1,1
"2221","X235956","BoneMarrow",1,1,1,1,1
"2222","X235986","BoneMarrow",0,1,1,0.9,0
"2223","X236037","BoneMarrow",0,0,0,0.6,0
"2224","X236088","BoneMarrow",1,1,1,1,1
"2225","X236162","BoneMarrow",1,0,1,1,1
"2226","X236210","BoneMarrow",1,0,1,1,1
"2227","X236274","BoneMarrow",1,0,1,1,1
"2228","X236332","BoneMarrow",1,1,1,1,1
"2229","X236409","BoneMarrow",0,0,1,1,1
"2230","X236435","BoneMarrow",0,0,1,1,1
"2231","X236564","BoneMarrow",0.1,1,1,1,1
"2232","X236585","BoneMarrow",1,1,1,1,1
"2233","X236594","BoneMarrow",0,1,1,1,1
"2234","X236600","BoneMarrow",0,0,1,0.5,0.7
"2235","X23662","BoneMarrow",1,1,1,1,1
"2236","X236630","BoneMarrow",1,0,1,1,1
"2237","X236693","BoneMarrow",0,0,0.9,1,1
"2238","X236841","BoneMarrow",0,0,0.8,1,0.6
"2239","X23687","BoneMarrow",1,0,1,1,1
"2240","X236923","BoneMarrow",1,1,1,1,1
"2241","X236954","BoneMarrow",1,0,0.1,0.4,0
"2242","X236980","BoneMarrow",1,1,1,1,1
"2243","X237044","BoneMarrow",1,1,1,1,1
"2244","X237047","BoneMarrow",0,1,1,1,1
"2245","X237088","BoneMarrow",0.85,NA,1,1,1
"2246","X237149","BoneMarrow",1,1,1,1,1
"2247","X237250","BoneMarrow",1,0,1,1,1
"2248","X237391","BoneMarrow",0,0,0.5,0,0
"2249","X237435","BoneMarrow",0,0.5,1,1,0
"2250","X237450","BoneMarrow",1,0.7,1,1,1
"2251","X237509","BoneMarrow",0,0,1,1,0
"2252","X237657","BoneMarrow",1,1,1,1,1
"2253","X237786","BoneMarrow",1,1,0.3,1,0
"2254","X237791","BoneMarrow",0.6,1,1,1,1
"2255","X237841","BoneMarrow",0,0,1,1,1
"2256","X237895","BoneMarrow",0,1,0.9,0.8,1
"2257","X237965","BoneMarrow",1,1,1,1,1
"2258","X237987","BoneMarrow",0.9,0,1,1,1
"2259","X238002","BoneMarrow",0,0,0.3,0,0
"2260","X238003","BoneMarrow",0.1,0,1,1,1
"2261","X238366","BoneMarrow",1,1,1,1,1
"2262","X238493","BoneMarrow",1,1,1,1,1
"2263","X238497","BoneMarrow",0,0,0.6,1,1
"2264","X238498","BoneMarrow",1,1,1,1,1
"2265","X238514","BoneMarrow",1,1,1,1,1
"2266","X238580","BoneMarrow",1,1,1,1,1
"2267","X238655","BoneMarrow",0,0.1,0.8,0,0.5
"2268","X238688","BoneMarrow",0,1,1,1,1
"2269","X238926","BoneMarrow",0,0,1,1,1
"2270","X239018","BoneMarrow",1,0,1,1,1
"2271","X239039","BoneMarrow",1,1,1,1,1
"2272","X23906","BoneMarrow",1,0,1,1,1
"2273","X239082","BoneMarrow",1,0,1,1,1
"2274","X23915","BoneMarrow",1,0,1,1,1
"2275","X239280","BoneMarrow",1,1,1,1,0.2
"2276","X239358","BoneMarrow",1,1,1,1,1
"2277","X239504","BoneMarrow",1,0,1,1,1
"2278","X239530","BoneMarrow",1,1,1,1,1
"2279","X239555","BoneMarrow",0,0,1,1,0
"2280","X239584","BoneMarrow",0.15,0,0.8,1,0.8
"2281","X239626","BoneMarrow",0.35,1,1,1,1
"2282","X239742","BoneMarrow",1,1,1,1,1
"2283","X239806","BoneMarrow",1,1,0.1,1,0
"2284","X23990","BoneMarrow",1,0,1,1,1
"2285","X23992","BoneMarrow",1,1,1,1,1
"2286","X240033","BoneMarrow",0,0,1,1,1
"2287","X240137","BoneMarrow",0,0.3,1,0.1,1
"2288","X24016","BoneMarrow",1,0,0.7,0.5,0.8
"2289","X240227","BoneMarrow",0.4,0,1,1,1
"2290","X240273","BoneMarrow",0,0,1,0.3,0.7
"2291","X240283","BoneMarrow",0.4,0,1,1,1
"2292","X240310","BoneMarrow",1,0,1,1,1
"2293","X240344","BoneMarrow",1,0,1,1,1
"2294","X240407","BoneMarrow",1,0,1,1,1
"2295","X240415","BoneMarrow",1,0.5,0.3,0.3,0
"2296","X24049","BoneMarrow",0,0,0.5,1,0
"2297","X240569","BoneMarrow",0.15,1,1,1,1
"2298","X240589","BoneMarrow",1,1,1,1,1
"2299","X240632","BoneMarrow",1,1,1,1,1
"2300","X24067","BoneMarrow",1,1,1,1,1
"2301","X240708","BoneMarrow",0.2,0,0,0,0.8
"2302","X240821","BoneMarrow",1,0,1,1,1
"2303","X240836","BoneMarrow",0.1,0,1,1,1
"2304","X240881","BoneMarrow",0,1,1,1,1
"2305","X240889","BoneMarrow",1,1,1,1,0
"2306","X240899","BoneMarrow",0.45,1,1,1,1
"2307","X240901","BoneMarrow",1,1,1,1,1
"2308","X240943","BoneMarrow",0,1,1,1,1
"2309","X240986","BoneMarrow",0,0.5,1,1,0.9
"2310","X241031","BoneMarrow",1,1,1,1,1
"2311","X241209","BoneMarrow",0,0,1,1,1
"2312","X241284","BoneMarrow",0,1,1,1,1
"2313","X241319","BoneMarrow",1,0,1,1,1
"2314","X241370","BoneMarrow",0,0,1,1,1
"2315","X241445","BoneMarrow",1,1,1,1,1
"2316","X241552","BoneMarrow",1,1,1,1,1
"2317","X241654","BoneMarrow",0,0.1,1,1,0.7
"2318","X241674","BoneMarrow",0,1,0.2,1,1
"2319","X241687","BoneMarrow",1,1,1,1,1
"2320","X241768","BoneMarrow",0.85,1,1,1,1
"2321","X241791","BoneMarrow",1,1,0.9,1,0
"2322","X241951","BoneMarrow",0,0,1,1,1
"2323","X242018","BoneMarrow",1,1,1,0.9,0
"2324","X24208","BoneMarrow",1,1,1,1,1
"2325","X242188","BoneMarrow",0,0,0,0,0
"2326","X242225","BoneMarrow",1,1,1,1,1
"2327","X242230","BoneMarrow",1,1,1,1,1
"2328","X242259","BoneMarrow",0,0.9,1,1,1
"2329","X242356","BoneMarrow",1,1,1,1,1
"2330","X242407","BoneMarrow",0,0,1,1,1
"2331","X242412","BoneMarrow",1,0,1,1,1
"2332","X24243","BoneMarrow",0.55,0,1,1,1
"2333","X242642","BoneMarrow",1,1,1,1,1
"2334","X242774","BoneMarrow",0,1,1,1,1
"2335","X24285","BoneMarrow",0.8,0,1,1,1
"2336","X243054","BoneMarrow",1,0.7,0,0.8,1
"2337","X243066","BoneMarrow",0,0,0,0,0
"2338","X243252","BoneMarrow",1,0,1,1,1
"2339","X243407","BoneMarrow",1,1,1,1,1
"2340","X243560","BoneMarrow",1,1,1,1,1
"2341","X243577","BoneMarrow",1,1,1,1,1
"2342","X243656","BoneMarrow",0.9,1,1,1,1
"2343","X243681","BoneMarrow",0,0,1,1,1
"2344","X243727","BoneMarrow",0.9,1,1,1,1
"2345","X24377","BoneMarrow",1,0,1,1,1
"2346","X243772","BoneMarrow",1,0,1,1,1
"2347","X243856","BoneMarrow",1,1,0.9,1,1
"2348","X24408","BoneMarrow",1,0.3,0.9,0,1
"2349","X244089","BoneMarrow",1,0.8,1,0,1
"2350","X244093","BoneMarrow",1,1,1,1,1
"2351","X244094","BoneMarrow",0,1,1,1,1
"2352","X24412","BoneMarrow",1,0,1,1,1
"2353","X244130","BoneMarrow",1,0,1,0.9,1
"2354","X244175","BoneMarrow",0,0,0,0,0
"2355","X244391","BoneMarrow",0,0,1,1,1
"2356","X244416","BoneMarrow",1,1,1,1,1
"2357","X244563","BoneMarrow",1,0.8,1,1,1
"2358","X244592","BoneMarrow",0,0.1,0.6,0.4,0
"2359","X244638","BoneMarrow",0,0,1,1,1
"2360","X244751","BoneMarrow",0,0,1,1,1
"2361","X244768","BoneMarrow",1,1,1,1,1
"2362","X244792","BoneMarrow",1,0,1,1,1
"2363","X244801","BoneMarrow",0,0,0,0,0
"2364","X244808","BoneMarrow",1,1,1,1,1
"2365","X244835","BoneMarrow",0,0,1,1,1
"2366","X244895","BoneMarrow",1,1,1,1,1
"2367","X244962","BoneMarrow",0,1,1,1,1
"2368","X245010","BoneMarrow",1,0,1,1,1
"2369","X245011","BoneMarrow",0.9,1,1,1,1
"2370","X245038","BoneMarrow",0,1,1,0.7,0.7
"2371","X245101","BoneMarrow",0.6,0,1,1,1
"2372","X245149","BoneMarrow",0,1,1,0.3,0
"2373","X24516","BoneMarrow",0,1,0.8,0.2,1
"2374","X245161","BoneMarrow",1,1,1,1,1
"2375","X245213","BoneMarrow",1,1,1,1,1
"2376","X245300","BoneMarrow",1,1,1,1,1
"2377","X245336","BoneMarrow",1,1,1,1,1
"2378","X245403","BoneMarrow",0,1,1,1,1
"2379","X245412","BoneMarrow",1,1,1,1,1
"2380","X245447","BoneMarrow",1,0,1,1,1
"2381","X245459","BoneMarrow",0,0,1,1,1
"2382","X245460","BoneMarrow",0.9,0,1,0.6,1
"2383","X245532","BoneMarrow",1,0.8,1,1,1
"2384","X24554","BoneMarrow",0,0,0.7,0.3,0
"2385","X245597","BoneMarrow",1,1,1,1,1
"2386","X245649","BoneMarrow",1,1,1,1,1
"2387","X245679","BoneMarrow",0,1,1,1,0.1
"2388","X245727","BoneMarrow",1,1,1,1,1
"2389","X245739","BoneMarrow",1,0.2,0.3,1,1
"2390","X24584","BoneMarrow",0,0,1,1,1
"2391","X246001","BoneMarrow",0.55,0.9,1,1,1
"2392","X246049","BoneMarrow",0,1,1,1,1
"2393","X246069","BoneMarrow",1,0,1,1,1
"2394","X246082","BoneMarrow",1,NA,0.9,1,1
"2395","X246121","BoneMarrow",0,0,0.4,1,1
"2396","X246160","BoneMarrow",0,0,1,1,1
"2397","X246292","BoneMarrow",1,1,1,1,1
"2398","X246430","BoneMarrow",1,0,1,1,0.8
"2399","X246435","BoneMarrow",1,0,1,1,1
"2400","X246498","BoneMarrow",1,0,1,1,1
"2401","X246573","BoneMarrow",0,0,1,1,1
"2402","X246668","BoneMarrow",0,0,0.8,1,1
"2403","X246730","BoneMarrow",1,1,1,1,1
"2404","X24677","BoneMarrow",0,0,1,1,1
"2405","X246803","BoneMarrow",1,1,1,1,1
"2406","X247059","BoneMarrow",1,1,0,1,1
"2407","X247084","BoneMarrow",0,0,1,1,0.9
"2408","X247099","BoneMarrow",1,0,1,1,1
"2409","X247226","BoneMarrow",0,0,0.6,0,0.3
"2410","X247339","BoneMarrow",1,1,1,1,1
"2411","X247381","BoneMarrow",0,0,0.9,1,0
"2412","X247398","BoneMarrow",0,0,1,1,1
"2413","X247430","BoneMarrow",1,1,1,1,1
"2414","X247487","BoneMarrow",1,1,1,1,1
"2415","X247669","BoneMarrow",0.55,0,1,1,1
"2416","X247702","BoneMarrow",0.2,0,1,1,0.8
"2417","X2479","BoneMarrow",1,1,1,1,1
"2418","X24794","BoneMarrow",1,0,1,1,1
"2419","X247943","BoneMarrow",1,1,1,1,1
"2420","X247995","BoneMarrow",1,1,1,1,1
"2421","X248093","BoneMarrow",0.8,1,0.8,0,0
"2422","X248159","BoneMarrow",0,0.7,1,1,1
"2423","X248236","BoneMarrow",0.85,0,1,1,1
"2424","X248422","BoneMarrow",1,0.9,1,1,1
"2425","X248506","BoneMarrow",0,0,0,0,0
"2426","X24853","BoneMarrow",0.9,0,1,1,1
"2427","X248583","BoneMarrow",1,0,0,0,0.3
"2428","X248677","BoneMarrow",0,NA,1,1,1
"2429","X248716","BoneMarrow",0.1,1,1,1,1
"2430","X248768","BoneMarrow",0,0,0.9,1,1
"2431","X249009","BoneMarrow",0,0,0.3,0,0
"2432","X249084","BoneMarrow",1,0,1,1,1
"2433","X249118","BoneMarrow",1,1,1,1,1
"2434","X249124","BoneMarrow",1,0,1,1,0
"2435","X249145","BoneMarrow",0,1,1,1,1
"2436","X249163","BoneMarrow",1,0,1,1,1
"2437","X249304","BoneMarrow",0,0,0.4,0.3,0
"2438","X249366","BoneMarrow",0,0,1,1,1
"2439","X249390","BoneMarrow",1,1,1,1,1
"2440","X249395","BoneMarrow",0.1,1,1,0.7,0.8
"2441","X249453","BoneMarrow",1,1,1,1,1
"2442","X249499","BoneMarrow",1,0,0,0.4,1
"2443","X24958","BoneMarrow",0,0.8,1,1,0
"2444","X249885","BoneMarrow",1,0,1,0.8,0.7
"2445","X249895","BoneMarrow",0.8,0,0,0,0.5
"2446","X249948","BoneMarrow",0,1,1,1,1
"2447","X249996","BoneMarrow",1,1,1,1,1
"2448","X2500","BoneMarrow",0,0,0.6,1,1
"2449","X25003","BoneMarrow",0,1,1,1,0.5
"2450","X25005","BoneMarrow",0.3,0,1,1,1
"2451","X250055","BoneMarrow",1,0,1,1,1
"2452","X250072","BoneMarrow",1,0,1,1,1
"2453","X250136","BoneMarrow",0.4,1,1,1,1
"2454","X250229","BoneMarrow",1,0,1,1,1
"2455","X250306","BoneMarrow",1,1,1,1,1
"2456","X250313","BoneMarrow",0.7,0,1,1,1
"2457","X250368","BoneMarrow",0.75,1,1,1,1
"2458","X250389","BoneMarrow",1,1,1,1,1
"2459","X250444","BoneMarrow",1,0,1,1,1
"2460","X250460","BoneMarrow",1,0,1,1,1
"2461","X250539","BoneMarrow",1,0,1,1,1
"2462","X250579","BoneMarrow",1,1,1,0.6,0
"2463","X250621","BoneMarrow",0,0,1,1,1
"2464","X250647","BoneMarrow",0,0.7,0.9,1,1
"2465","X250651","BoneMarrow",1,1,1,1,1
"2466","X250725","BoneMarrow",0,0,1,1,1
"2467","X250778","BoneMarrow",1,0,1,1,0.9
"2468","X250828","BoneMarrow",1,0,1,1,1
"2469","X251044","BoneMarrow",1,0,1,1,1
"2470","X251108","BoneMarrow",1,0,1,0.9,1
"2471","X251117","BoneMarrow",1,0,1,1,1
"2472","X251129","BoneMarrow",1,0,1,1,1
"2473","X251190","BoneMarrow",1,1,1,1,1
"2474","X251196","BoneMarrow",1,1,1,1,1
"2475","X2512","BoneMarrow",1,1,1,1,1
"2476","X25130","BoneMarrow",0.1,1,1,1,1
"2477","X251418","BoneMarrow",1,1,1,1,1
"2478","X25145","BoneMarrow",1,0,1,1,1
"2479","X251524","BoneMarrow",1,0,1,1,0.7
"2480","X251530","BoneMarrow",1,1,1,1,1
"2481","X251547","BoneMarrow",0,0,0,0,0
"2482","X25185","BoneMarrow",0.85,1,1,1,1
"2483","X2519","BoneMarrow",1,1,1,1,1
"2484","X251964","BoneMarrow",0.9,0,1,1,1
"2485","X252035","BoneMarrow",0.4,1,1,1,1
"2486","X2521","BoneMarrow",0.5,0,1,1,1
"2487","X252218","BoneMarrow",1,0,0.9,1,1
"2488","X252295","BoneMarrow",1,1,1,1,1
"2489","X252339","BoneMarrow",0.5,0,1,1,1
"2490","X252352","BoneMarrow",0,0,1,1,1
"2491","X252366","BoneMarrow",0,1,1,1,1
"2492","X252388","BoneMarrow",1,0,0.9,1,1
"2493","X252421","BoneMarrow",0,1,1,1,1
"2494","X252438","BoneMarrow",1,0,1,1,1
"2495","X252463","BoneMarrow",1,1,1,1,1
"2496","X25266","BoneMarrow",0.1,0,1,1,1
"2497","X25269","BoneMarrow",1,1,0.9,1,0
"2498","X252756","BoneMarrow",0.1,1,1,1,0
"2499","X25285","BoneMarrow",1,0,1,1,1
"2500","X252993","BoneMarrow",0.3,1,1,1,1
"2501","X25309","BoneMarrow",1,1,1,1,1
"2502","X253205","BoneMarrow",1,0,1,1,1
"2503","X253265","BoneMarrow",0,1,1,1,1
"2504","X253431","BoneMarrow",1,0,1,1,1
"2505","X253488","BoneMarrow",1,0.2,0.2,1,0
"2506","X253542","BoneMarrow",1,0,1,1,1
"2507","X253578","BoneMarrow",1,0,1,1,1
"2508","X253632","BoneMarrow",1,0,1,1,1
"2509","X25389","BoneMarrow",0,0,1,1,1
"2510","X25396","BoneMarrow",1,0,1,1,1
"2511","X254060","BoneMarrow",1,0,1,1,1
"2512","X254070","BoneMarrow",1,1,1,1,1
"2513","X254130","BoneMarrow",0,1,0.9,1,1
"2514","X254286","BoneMarrow",1,0,1,1,1
"2515","X254386","BoneMarrow",0,1,1,1,1
"2516","X254438","BoneMarrow",0,0,0.3,1,1
"2517","X254493","BoneMarrow",1,1,0.9,1,1
"2518","X254530","BoneMarrow",1,0,1,1,1
"2519","X254619","BoneMarrow",0,1,0,0.8,0.9
"2520","X254656","BoneMarrow",1,NA,1,1,1
"2521","X254696","BoneMarrow",0.7,1,1,1,0.4
"2522","X254732","BoneMarrow",0,0,1,1,0.9
"2523","X25478","BoneMarrow",1,1,1,1,1
"2524","X254816","BoneMarrow",1,1,1,1,1
"2525","X254889","BoneMarrow",1,0,0,0.9,0.7
"2526","X254924","BoneMarrow",1,0,1,1,1
"2527","X255","BoneMarrow",1,0,1,1,1
"2528","X255011","BoneMarrow",0.7,1,1,1,1
"2529","X255069","BoneMarrow",1,1,0.9,0.2,0
"2530","X255074","BoneMarrow",1,1,0.6,1,1
"2531","X255113","BoneMarrow",1,0,1,1,1
"2532","X255164","BoneMarrow",0.8,0,0.9,1,0.9
"2533","X255198","BoneMarrow",0,0,0.9,1,0
"2534","X255204","BoneMarrow",1,0,1,1,1
"2535","X255339","BoneMarrow",1,0,1,1,1
"2536","X255527","BoneMarrow",0,0,1,1,1
"2537","X25553","BoneMarrow",0.55,0,1,1,1
"2538","X255586","BoneMarrow",1,0,0.6,1,1
